RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
108,108,Bob Estes,85,0.017,1.307,75,2006,sg_putting
109,109,Jerry Kelly,100,0.01,0.839,84,2006,sg_putting
110,110,Mike Sposa,68,0.002,0.096,58,2006,sg_putting
111,111,"John Engler, Jr.",69,-0.001,-0.044,63,2006,sg_putting
112,112,Briny Baird,81,-0.005,-0.368,70,2006,sg_putting
113,113,Ernie Els,69,-0.007,-0.332,47,2006,sg_putting
114,114,Alex Aragon,63,-0.011,-0.615,54,2006,sg_putting
T115,T115,Dudley Hart,83,-0.014,-0.968,71,2006,sg_putting
T115,T115,Troy Matteson,101,-0.014,-1.213,88,2006,sg_putting
117,117,Justin Rose,98,-0.021,-1.802,86,2006,sg_putting
118,118,Nick Watney,97,-0.022,-1.923,86,2006,sg_putting
119,119,Mike Weir,88,-0.035,-2.181,63,2006,sg_putting
T120,T120,Ryan Hietala,61,-0.036,-1.817,51,2006,sg_putting
T120,T120,Steve Jones,83,-0.036,-2.453,69,2006,sg_putting
122,122,Bob Tway,81,-0.047,-3.162,67,2006,sg_putting
123,123,Justin Leonard,83,-0.051,-3.296,65,2006,sg_putting
124,124,John Senden,96,-0.053,-4.179,79,2006,sg_putting
125,125,Jeff Overton,95,-0.057,-4.985,87,2006,sg_putting
126,126,Jason Bohn,104,-0.074,-6.558,89,2006,sg_putting
127,127,Woody Austin,107,-0.078,-7.221,93,2006,sg_putting
128,128,Rich Beem,85,-0.084,-5.435,65,2006,sg_putting
129,129,Chad Campbell,91,-0.086,-5.749,67,2006,sg_putting
130,130,Padraig Harrington,54,-0.092,-3.503,38,2006,sg_putting
131,131,Hidemichi Tanaka,74,-0.099,-6.433,65,2006,sg_putting
132,132,Tom Lehman,70,-0.109,-5.136,47,2006,sg_putting
133,133,John Huston,74,-0.111,-7.225,65,2006,sg_putting
134,134,Steve Lowery,99,-0.118,-9.771,83,2006,sg_putting
135,135,Sergio Garcia,59,-0.123,-4.802,39,2006,sg_putting
136,136,Adam Scott,70,-0.13,-6.607,51,2006,sg_putting
137,137,Paul Stankowski,70,-0.134,-8.45,63,2006,sg_putting
138,138,Kris Cox,83,-0.136,-9.812,72,2006,sg_putting
139,139,Bart Bryant,87,-0.138,-9.828,71,2006,sg_putting
140,140,Rory Sabbatini,84,-0.144,-9.237,64,2006,sg_putting
T141,T141,Jerry Smith,94,-0.161,-13.519,84,2006,sg_putting
T141,T141,Brett Wetterich,82,-0.161,-11.749,73,2006,sg_putting
143,143,Todd Hamilton,72,-0.164,-9.195,56,2006,sg_putting
144,144,Jeff Maggert,81,-0.168,-11.44,68,2006,sg_putting
145,145,Sean O'Hair,100,-0.17,-12.908,76,2006,sg_putting
146,146,Ian Leggatt,80,-0.172,-12.057,70,2006,sg_putting
147,147,David Branshaw,98,-0.173,-15.052,87,2006,sg_putting
148,148,D.J. Trahan,92,-0.179,-13.622,76,2006,sg_putting
149,149,Daisuke Maruyama,83,-0.182,-12.708,70,2006,sg_putting
150,150,Jeff Brehaut,100,-0.184,-15.608,85,2006,sg_putting
151,151,Robert Gamez,94,-0.194,-15.875,82,2006,sg_putting
152,152,Lee Janzen,79,-0.196,-13.321,68,2006,sg_putting
153,153,Bubba Dickerson,98,-0.203,-17.453,86,2006,sg_putting
154,154,Mathias Grönberg,92,-0.204,-16.125,79,2006,sg_putting
155,155,Fred Couples,52,-0.214,-6.862,32,2006,sg_putting
T156,T156,Carlos Franco,86,-0.215,-16.536,77,2006,sg_putting
T156,T156,Paul Goydos,72,-0.215,-13.743,64,2006,sg_putting
158,158,Patrick Sheehan,104,-0.223,-19.411,87,2006,sg_putting
159,159,Robert Damron,91,-0.225,-18.409,82,2006,sg_putting
160,160,Bill Haas,99,-0.228,-20.057,88,2006,sg_putting
161,161,Mathew Goggin,72,-0.234,-13.553,58,2006,sg_putting
162,162,Bob May,65,-0.238,-12.832,54,2006,sg_putting
163,163,Billy Andrade,78,-0.248,-14.909,60,2006,sg_putting
164,164,Jeff Gove,91,-0.26,-21.086,81,2006,sg_putting
165,165,Bubba Watson,83,-0.268,-19.262,72,2006,sg_putting
166,166,Mark Calcavecchia,94,-0.276,-21.787,79,2006,sg_putting
167,167,Camilo Villegas,95,-0.278,-22.788,82,2006,sg_putting
168,168,Scott Gutschewski,53,-0.288,-12.942,45,2006,sg_putting
169,169,Craig Barlow,77,-0.292,-16.928,58,2006,sg_putting
170,170,Heath Slocum,96,-0.299,-25.135,84,2006,sg_putting
171,171,Roger Tambellini,64,-0.306,-16.211,53,2006,sg_putting
172,172,Charles Warren,93,-0.311,-25.154,81,2006,sg_putting
173,173,Jon Mills,68,-0.325,-17.544,54,2006,sg_putting
174,174,Kenny Perry,73,-0.33,-19.786,60,2006,sg_putting
175,175,Steve Elkington,52,-0.334,-15.369,46,2006,sg_putting
176,176,Greg Owen,79,-0.348,-21.597,62,2006,sg_putting
177,177,Robert Garrigus,85,-0.37,-27.35,74,2006,sg_putting
178,178,J.B. Holmes,81,-0.374,-23.552,63,2006,sg_putting
179,179,Joey Sindelar,90,-0.381,-28.95,76,2006,sg_putting
180,180,Chris Couch,75,-0.386,-25.89,67,2006,sg_putting
181,181,Joe Durant,101,-0.401,-38.499,96,2006,sg_putting
182,182,"Wes Short, Jr.",96,-0.411,-34.951,85,2006,sg_putting
183,183,Brian Davis,92,-0.42,-34.04,81,2006,sg_putting
184,184,Michael Connell,51,-0.44,-18.483,42,2006,sg_putting
185,185,Peter Lonard,77,-0.442,-29.194,66,2006,sg_putting
186,186,Will MacKenzie,91,-0.443,-33.234,75,2006,sg_putting
187,187,Mark Brooks,90,-0.508,-37.619,74,2006,sg_putting
188,188,Jonathan Kaye,95,-0.563,-48.453,86,2006,sg_putting
189,189,John Daly,51,-0.566,-23.186,41,2006,sg_putting
190,190,Omar Uresti,61,-0.57,-29.09,51,2006,sg_putting
191,191,Tim Herron,82,-0.579,-35.919,62,2006,sg_putting
192,192,Pat Perez,50,-0.585,-24.559,42,2006,sg_putting
193,193,Thomas Levet,53,-0.703,-33.723,48,2006,sg_putting
194,194,Matt Hansen,68,-0.722,-41.883,58,2006,sg_putting
195,195,Alex Cejka,93,-0.734,-58.71,80,2006,sg_putting
196,196,Nicholas Thompson,96,-0.875,-68.25,78,2006,sg_putting
