RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,year,measure
68,67,Mario Tiziani,67,0.161,9.792,61,2005,sg_putting
69,68,Vijay Singh,111,0.159,14.03,88,2005,sg_putting
70,69,Hunter Mahan,103,0.153,14.216,93,2005,sg_putting
T71,T70,Nick Watney,91,0.151,12.104,80,2005,sg_putting
T71,T70,Tom Byrum,83,0.151,11.482,76,2005,sg_putting
73,53,Brandt Jobe,96,0.15,12.339,82,2005,sg_putting
T74,T72,Arron Oberholser,65,0.149,7.583,51,2005,sg_putting
T74,T72,Ryan Palmer,101,0.149,12.042,81,2005,sg_putting
76,74,Shaun Micheel,81,0.146,9.344,64,2005,sg_putting
77,75,Bernhard Langer,67,0.145,6.662,46,2005,sg_putting
78,76,Michael Allen,90,0.138,10.614,77,2005,sg_putting
79,77,Hunter Haas,83,0.137,9.98,73,2005,sg_putting
80,78,Mark Wilson,74,0.136,8.724,64,2005,sg_putting
81,79,Rod Pampling,89,0.134,9.404,70,2005,sg_putting
82,T80,Sean O'Hair,103,0.133,11.408,86,2005,sg_putting
83,82,Paul Azinger,66,0.126,7.445,59,2005,sg_putting
84,83,Geoff Ogilvy,97,0.124,9.332,75,2005,sg_putting
85,84,Fred Funk,102,0.12,9.858,82,2005,sg_putting
86,86,Ian Poulter,62,0.095,3.404,36,2005,sg_putting
87,123,Retief Goosen,71,0.088,3.804,43,2005,sg_putting
88,87,Robert Gamez,91,0.086,6.977,81,2005,sg_putting
89,88,Hank Kuehne,84,0.077,5.773,75,2005,sg_putting
90,89,Briny Baird,98,0.068,6.047,89,2005,sg_putting
91,90,Kevin Na,88,0.063,5.031,80,2005,sg_putting
92,T91,Rob Rashell,65,0.056,3.068,55,2005,sg_putting
93,93,Carl Pettersson,109,0.055,5.173,94,2005,sg_putting
94,94,Scott Gutschewski,86,0.044,3.181,72,2005,sg_putting
T95,T95,Glen Day,80,0.039,2.864,74,2005,sg_putting
T95,T95,John Cook,72,0.039,2.309,59,2005,sg_putting
97,97,Duffy Waldorf,86,0.029,2.041,71,2005,sg_putting
98,98,Jason Bohn,91,0.027,2.22,82,2005,sg_putting
99,85,Adam Scott,72,0.016,0.847,52,2005,sg_putting
100,99,Steve Flesch,90,0.015,0.94,64,2005,sg_putting
101,100,Steve Lowery,100,0.013,1.145,87,2005,sg_putting
102,101,Jeff Sluman,94,0.009,0.742,85,2005,sg_putting
103,102,Todd Hamilton,94,0.004,0.265,75,2005,sg_putting
104,104,Jeff Brehaut,71,-0.004,-0.256,63,2005,sg_putting
105,105,Jerry Kelly,101,-0.008,-0.578,76,2005,sg_putting
106,103,Mark Calcavecchia,92,-0.012,-0.956,77,2005,sg_putting
107,T91,Justin Leonard,78,-0.016,-0.903,55,2005,sg_putting
108,106,Stephen Leaney,89,-0.019,-1.436,76,2005,sg_putting
109,107,Lee Janzen,75,-0.023,-1.388,60,2005,sg_putting
110,108,Hidemichi Tanaka,106,-0.028,-2.657,95,2005,sg_putting
111,109,Jay Haas,54,-0.042,-1.629,39,2005,sg_putting
T112,T111,John Senden,101,-0.046,-4.182,91,2005,sg_putting
T112,T111,Pat Perez,89,-0.046,-3.38,74,2005,sg_putting
114,T113,Joey Snyder III,102,-0.047,-4.359,92,2005,sg_putting
115,115,Cameron Beckman,96,-0.052,-4.432,85,2005,sg_putting
116,116,John Elliott,58,-0.054,-2.822,52,2005,sg_putting
117,117,Jonathan Byrd,103,-0.056,-5.291,94,2005,sg_putting
118,119,Marco Dawson,82,-0.06,-4.752,79,2005,sg_putting
119,120,Matt Davidson,53,-0.062,-3.103,50,2005,sg_putting
120,121,Harrison Frazar,105,-0.063,-5.937,94,2005,sg_putting
121,122,Kevin Stadler,96,-0.064,-5.353,83,2005,sg_putting
122,127,Scott Verplank,87,-0.067,-4.452,66,2005,sg_putting
123,110,Stuart Appleby,84,-0.072,-4.532,63,2005,sg_putting
124,124,Tim Petrovic,97,-0.075,-6.032,80,2005,sg_putting
125,125,Carlos Franco,78,-0.076,-5.096,67,2005,sg_putting
126,126,Heath Slocum,103,-0.077,-6.955,90,2005,sg_putting
127,T113,Billy Mayfair,114,-0.08,-8.154,102,2005,sg_putting
128,129,Brian Bateman,98,-0.097,-8.378,86,2005,sg_putting
T129,130,Ben Curtis,65,-0.101,-5.056,50,2005,sg_putting
T129,128,Lucas Glover,88,-0.101,-7.945,79,2005,sg_putting
T131,T131,Chris Anderson,66,-0.106,-6.166,58,2005,sg_putting
T131,T131,Skip Kendall,80,-0.106,-7.514,71,2005,sg_putting
133,133,John Rollins,97,-0.126,-10.444,83,2005,sg_putting
134,135,Jeff Maggert,79,-0.133,-7.976,60,2005,sg_putting
135,136,Franklin Langham,91,-0.138,-10.596,77,2005,sg_putting
T136,T137,Danny Briggs,70,-0.146,-9.021,62,2005,sg_putting
T136,T137,Charles Warren,89,-0.146,-11.858,81,2005,sg_putting
T138,T139,Neal Lancaster,95,-0.158,-13.551,86,2005,sg_putting
T138,T139,Jay Williamson,53,-0.158,-7.44,47,2005,sg_putting
140,141,Justin Bolli,65,-0.161,-9.49,59,2005,sg_putting
T141,T142,Jonathan Kaye,77,-0.164,-10.482,64,2005,sg_putting
T141,T142,Peter Lonard,85,-0.164,-10.8,66,2005,sg_putting
T141,118,Kenny Perry,82,-0.164,-9.834,60,2005,sg_putting
144,T144,Steve Allan,102,-0.165,-14.674,89,2005,sg_putting
T145,T146,Bill Glasson,54,-0.17,-7.479,44,2005,sg_putting
T145,T146,Tom Gillis,77,-0.17,-11.722,69,2005,sg_putting
147,148,Mike Weir,71,-0.171,-8.036,47,2005,sg_putting
148,149,Jeff Hart,63,-0.176,-10.183,58,2005,sg_putting
149,T144,Tim Clark,92,-0.177,-11.484,65,2005,sg_putting
150,150,Woody Austin,100,-0.178,-16.167,91,2005,sg_putting
151,151,Brendan Jones,81,-0.184,-13.419,73,2005,sg_putting
152,152,Vaughn Taylor,99,-0.195,-17.558,90,2005,sg_putting
153,153,Robert Allenby,95,-0.207,-15.131,73,2005,sg_putting
154,154,John Huston,90,-0.214,-17.156,80,2005,sg_putting
155,155,Mark Hensby,70,-0.228,-11.419,50,2005,sg_putting
T156,T156,J.J. Henry,102,-0.245,-21.303,87,2005,sg_putting
T156,T156,Justin Rose,99,-0.245,-21.794,89,2005,sg_putting
158,158,Tommy Armour III,103,-0.246,-22.601,92,2005,sg_putting
159,T166,Ted Purdy,122,-0.249,-24.862,100,2005,sg_putting
160,159,Glen Hnatiuk,59,-0.25,-12.768,51,2005,sg_putting
T161,T160,Mathias Grönberg,60,-0.254,-14.242,56,2005,sg_putting
T161,T160,Doug Barron,70,-0.254,-16.478,65,2005,sg_putting
163,134,Sergio Garcia,73,-0.26,-13.525,52,2005,sg_putting
164,162,Paul Claxton,79,-0.266,-17.568,66,2005,sg_putting
165,163,Craig Barlow,81,-0.27,-17.296,64,2005,sg_putting
166,164,Frank Lickliter II,100,-0.278,-23.895,86,2005,sg_putting
167,165,Michael Long,72,-0.294,-18.824,64,2005,sg_putting
168,T166,José Coceres,56,-0.306,-16.226,53,2005,sg_putting
169,168,Ryuji Imada,78,-0.308,-20.622,67,2005,sg_putting
170,169,Chris Smith,93,-0.309,-26.609,86,2005,sg_putting
171,170,D.J. Trahan,81,-0.313,-22.257,71,2005,sg_putting
172,171,John Daly,78,-0.324,-18.121,56,2005,sg_putting
T173,T172,Tom Lehman,69,-0.332,-16.599,50,2005,sg_putting
T173,T172,Andrew Magee,82,-0.332,-23.599,71,2005,sg_putting
175,174,Joey Sindelar,104,-0.335,-33.201,99,2005,sg_putting
176,175,Mark Brooks,72,-0.357,-22.462,63,2005,sg_putting
177,176,Omar Uresti,84,-0.37,-27.412,74,2005,sg_putting
178,177,Chris Riley,67,-0.383,-16.47,43,2005,sg_putting
179,178,Brian Davis,75,-0.384,-24.572,64,2005,sg_putting
180,179,Lee Westwood,50,-0.387,-12.778,33,2005,sg_putting
181,180,Greg Owen,84,-0.389,-27.633,71,2005,sg_putting
182,181,Rich Beem,66,-0.4,-19.182,48,2005,sg_putting
183,182,Paul Gow,78,-0.402,-27.325,68,2005,sg_putting
184,183,D.A. Points,94,-0.403,-33.464,83,2005,sg_putting
185,184,Dennis Paulson,63,-0.427,-24.348,57,2005,sg_putting
186,185,Rocco Mediate,73,-0.439,-28.946,66,2005,sg_putting
187,186,Brett Wetterich,76,-0.44,-29.904,68,2005,sg_putting
188,187,Robert Damron,89,-0.45,-35.998,80,2005,sg_putting
189,188,Will MacKenzie,75,-0.454,-30.843,68,2005,sg_putting
190,189,Steve Jones,56,-0.464,-21.333,46,2005,sg_putting
191,190,Scott Hend,75,-0.483,-31.39,65,2005,sg_putting
192,191,Bradley Hughes,52,-0.527,-25.84,49,2005,sg_putting
193,192,Fred Couples,72,-0.546,-24.002,44,2005,sg_putting
194,193,Roland Thatcher,75,-0.581,-39.479,68,2005,sg_putting
195,194,Hideto Tanihara,50,-0.586,-26.363,45,2005,sg_putting
T196,T195,Alex Cejka,84,-0.599,-41.937,70,2005,sg_putting
T196,T195,Jim Carter,62,-0.599,-32.919,55,2005,sg_putting
198,197,Craig Perks,67,-0.645,-38.044,59,2005,sg_putting
199,198,D.J. Brigman,76,-0.715,-44.329,62,2005,sg_putting
200,199,David Hearn,68,-0.763,-46.541,61,2005,sg_putting
201,200,Joe Durant,81,-0.782,-53.946,69,2005,sg_putting
202,201,Thomas Levet,54,-0.849,-30.578,36,2005,sg_putting
