RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,year,measure
176,T164,Richy Werenski,59,-0.306,-14.389,47,2019,sg_app_green
177,179,J.J. Henry,36,-0.323,-6.773,21,2019,sg_app_green
178,180,Denny McCarthy,59,-0.328,-14.109,43,2019,sg_app_green
179,181,Brice Garnett,55,-0.347,-11.459,33,2019,sg_app_green
180,182,Ollie Schniederjans,59,-0.35,-15.03,43,2019,sg_app_green
181,183,Fabián Gómez,42,-0.363,-10.16,28,2019,sg_app_green
182,184,Peter Uihlein,55,-0.372,-12.264,33,2019,sg_app_green
183,T174,Alex Noren,41,-0.373,-9.332,25,2019,sg_app_green
184,185,Stephan Jaeger,55,-0.393,-14.547,37,2019,sg_app_green
185,191,Kiradech Aphibarnrat,43,-0.396,-10.695,27,2019,sg_app_green
186,186,Anirban Lahiri,46,-0.469,-15.014,32,2019,sg_app_green
187,187,D.A. Points,33,-0.476,-9.049,19,2019,sg_app_green
188,188,Ben Crane,33,-0.478,-9.089,19,2019,sg_app_green
189,190,Sangmoon Bae,38,-0.529,-11.631,22,2019,sg_app_green
190,193,Scott Langley,54,-0.566,-23.759,42,2019,sg_app_green
191,195,Beau Hossler,60,-0.57,-25.669,45,2019,sg_app_green
192,194,Wes Roach,41,-0.585,-14.62,25,2019,sg_app_green
193,192,Brian Gay,69,-0.61,-29.269,48,2019,sg_app_green
194,196,Hunter Mahan,45,-0.615,-20.283,33,2019,sg_app_green
195,197,José de Jesús Rodríguez,47,-0.618,-19.144,31,2019,sg_app_green
196,198,Wyndham Clark,57,-0.62,-26.671,43,2019,sg_app_green
197,199,Kyle Jones,47,-0.627,-20.686,33,2019,sg_app_green
198,200,Grayson Murray,36,-0.631,-16.395,26,2019,sg_app_green
199,201,Dominic Bozzelli,45,-0.633,-15.825,25,2019,sg_app_green
200,203,Cody Gribble,48,-0.727,-26.173,36,2019,sg_app_green
201,204,John Chin,36,-0.747,-14.946,20,2019,sg_app_green
202,205,Curtis Luck,49,-0.78,-23.397,30,2019,sg_app_green
203,208,Rod Pampling,34,-0.855,-17.953,21,2019,sg_app_green
204,206,Brian Harman,55,-0.897,-33.184,37,2019,sg_app_green
205,209,Seamus Power,54,-0.933,-37.325,40,2019,sg_app_green
206,207,Martin Trainer,47,-0.955,-34.365,36,2019,sg_app_green
207,210,Derek Fathauer,26,-1.026,-11.29,11,2019,sg_app_green
208,211,Seth Reeves,50,-1.114,-37.86,34,2019,sg_app_green
209,212,Joey Garber,40,-1.13,-24.868,22,2019,sg_app_green
210,213,Justin Harding,31,-1.173,-14.078,12,2019,sg_app_green
211,214,Martin Piller,28,-1.35,-20.249,15,2019,sg_app_green
