rest_link,review_link,review_date,rest_name,recommendation,fish,potato,tartar,bread,misc,review,review_length,polarity,subjectivity
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=670,2011-12-23,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"Is there anything Dexters cant do?Have one of the best beer selections in town, including the fabled Rhinelander shorties? Dexters does that.Fill in for a seasonably absent bluegill with a wonderful walleye fillet that is thick, meaty, perfectly seasoned, and never goes out of style? Dexters does that too.Give you more delicious well-seasoned waffle fries than you can, or at least should, eat? Dexters is generous like that. Pair their fish with a near perfect tartar sauce thats stick-to-the-ribs thick? Dexters knows the sauce.Round out the meal with a roll and some homemade slaw? Dexters keeps it real.Provide great service, from friendly waitresses? Dexters hires wisely.I guess you could say that Dexters does it all. Overall, we highly recommend their walleye and rest assured, once the bluegill comes back so will we. Dexters just does Fish Fry right. Go there now, you can thank us later.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",989,0.36886554621848744,0.5309243697478992
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=637,2011-09-16,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"It was your average Friday and I had made the difficult decision to pass on Fish Fry for lunch. As fate would have it MiahMan called in distress and said that he and Cousin Nate were at Dexters and in need of assistance. I sprung into action. Like Clark Kent with a phone booth I changed from average Joe into Superfish in the blink of an eye. I leapt tall thresholds in a single bound on my way out the door and flew down 113 at light speed using my x-ray-like vision to weave in and out of traffic with ease. The force of the Fish Fry drew me in and the 10 minute drive was made in what seemed like mere seconds. In a flash, I was in the door, a plate of perch awaiting my arrival.The $10 perch plate was generously appointed with  7-8 large fillets, an unconscionable amount of brew fries, corpulent cups of tartar and coleslaw, and a dinner roll. Like kryptonite, the perch brought our trio to its knees with its flavor and bounty. The fish was delish. Each and every piece was moist and flaky with a breading to die for. The bevy was too much for MiahMan and Cousin Nate, but heroically Superfish was there to save the day, taking out his adversaries with ease.Dexters brew fries are not one to be messed with and today they came in waves. The platoon of potatoes took the low ground, and provided a solid foundation for the perch to brace itself against. They were entrenched, but we mustered up all our courage (and hunger) and busted the crispy critters out of their salty bunker. The garlic/chile rendition MiahMan and Cousin Nate took on also came in large numbers. They were a force to be reckoned with as the slightly-spicy squad kept our heroes at bay until the end when Superfish intervened and thinned their herd. Coming to our aide was Dexters homemade tartar sauce which was a powerful mix with a mayo:relish proportion that was tough to tame. The zesty sauce perked up the perch and made its ultimate demise inevitable. Testing our conviction was the standard tear-off style dinner roll, which neither helped nor hurt matters, and Dexters latest peril-fraught endeavor into the realm of the slaw. Try as we might the strangely unappealing slaw took the wind out of our sails causing us to turn away in horror. Luckily, the cabbage-y catastrophe was a minor setback and the phenomenal force of the Fish Fry won the day.As quickly as we arrived we were gone, vanishing into the wondrous Madison skyline -our bellies full, and our foes bested.  Somewhere lost would-be fish goers cry out, where, oh where do we find the best Fish Fry!? For these souls, there is Madison Fish Fry - a lover of The Fry, a seeker of fishly knowledge, a champion of the people, by the people and for the people. Madison Fish Fry gives them hope that, should they seek, they will find. He gives them a name, an answer to their most lingering questions, a place to fulfill their deepest fried desires. It is Dexter, Fish Fry superhero.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",3009,0.06423097974822113,0.5101258894362343
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=619,2011-08-05,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"Dexters is just too damn good to pass up, and believe me, I tried.I had to grab a quick Fish Fry and get out of town for a wedding, and many thoughts passed through my mind. Wilsons? Rudes Lanes? The Villa Tap? Somewhere else? All sounded plausible, but didnt seem to fit the bill. I struggled with the options, some nudging me north, others pulling to the east, and still more wheedling me west. With the convolution it was nearly impossible to decide, so I just headed out, hoping fate would intervene. As I drove south along 113 the murky haze began to lift as an almost unnatural force willed me towards something. Eventually this something came into focus, it was Dexters Pub, and I knew fate was smiling on me.Yes, Dexters was the epiphany I was looking for. It met all my criteria: open by 11, lots of great options beyond cod, and quick service to get me on my way. I landed on North Street at 5-to and waited for the doors to open. At 11 oclock on-the-dot the entrance flung wide and I scampered inside. Of course, since I was first in, I was first fried and my bluegill was ready in no time flat.  The bluegill has been getting steady bumps in price and now rests at $10.29, which is still a fair value in our book. On this day my eight small fillets were slightly under-fried and a little on the limp side, but that didnt bother me since I like em like that way once in a while. They housed a wafer-thin, nearly-transparent breading which was well-seasoned and delicious. The fish paired perfectly with Dexters homemade tartar which was rich, creamy, and zesty  exactly what you want.Practically pushing the fish off the plate was a mound of waffles fries which were produced from a big brown freezer bag. They were cooked to a perfect crispness and heavily spiced once removed from the oil and shook clean. They were delicious, and the sheer numbers added some serious beef to the meal.Finalizing the foray was a regular roll, some room temperature butter and Dexters latest rendition of homemade coleslaw. While the roll was what we expected it to be, the slaw was again hit-and-miss. This go-round was not as good as our previous sampling as the thin, vinegar-based blend, missed the mark. It had a very pungent cabbage flavor, and while it was vinegar-based, it lacked enough of the acidic liquid to crush the cabbage tang.Try as we might, we are instinctively drawn to Dexters and powerless to resist its charms. Their fish is simply superb, and you really cant go wrong with any of the options. We would love to change it up every now and again but the bluegill has us hooked. Whats more, the generously portioned fries make the meal feel more substantial and the tremendous tartar, average roll, and pedestrian slaw all do what they need to do. Overall, this is still, and will always be, a highly recommendable Fish Fry and one that will keep us coming back time and again. www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",2986,0.20504629629629625,0.536270180436847
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=590,2011-05-13,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"One fish, two fish, red fish, blue fish. Ocean fish, lake fish, Dexters can really make fish. Ten dollar perch, a cup of clam chowder. A lunch fit for a king, thats a no-doubter. Homemade soup before fish, the way it should be. A few large pieces of clam, still, mores nice to see. Or just chop it finer, and disperse it throughout. Good soup regardless, but not what Fish Frys all about.Fish is the focus, and Dexters knows that. Perch, bluegill, and walleye are all where its at. Seven perch fillets, not huge, but not small. Light, flaky, and moist, they did not appall. A light breading, their highlight, let the fish in the door. Just slightly under-spiced, it still won the war. Not a drop of grease to be seen, even once all was gone. Dexters, dear Dexters, over your fish we do fawn. A load of waffle fries, took over the plate. Pushing the fish to the side, we simply couldnt wait. In classic abundance, these fries stole the show. Already perfectly spicy, salt we did forgo. Right on the money, tartar sauce perked the perch. Rich, creamy, and delicious, Dexters did their research.A satisfactory roll, was fresh from the pack. With little else necessary, we didnt look back. An unending battle, is finally won.  Dexters homemade slaw, has improved a ton. No longer full of green pepper, or overly creamy, the light vinegar slaw bordered on dreamy.  Service, so-so, but one cant complain. The fish was up quick, that fact remains.  A recommendable Fish Fry, and highly at that. Dexters never disappoints, on that hang your hat.One fish, two fish, red fish, blue fish. You should come on down to Dexters, if you really do fish. www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",1730,0.1911846405228758,0.4612838468720822
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=555,2011-01-14,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Good,Excellent,Good,Good,"Whenever I am in the mood for freshwater fish, one place immediately springs to mind. There are several reasons for this innate evocation, starting with the fact that this particular establishment is relatively close no matter where you happen to be in town. Secondly, the service at this particular place is always quick, resulting in rapid turnaround times on busy Friday afternoons. And lastly, this bastion of all things fried proudly offers all three of the major freshwater varieties, and does every one of them damn well. Of course, I am talking about the Fish Fry institution that is Dexters Pub.Reese and I rolled into the near-East establishment just before noon, and snatched one of the open high-top tables in the bar area. The waitress buzzed right over, dropped some menus, and scampered away to grab us some drinks while giving Reese a chance to peruse his options. I was already locked into the $10 bluegill so the only decision for me was between brew fries, waffle fries, or pub chips, of which I branched out and tried the homemade chips. When she came round again, fish orders were placed, drinks were sipped, and merriment exchanged. The food arrived posthaste, and I pounced on my platter like a jungle cat. Several of the bluegill met their makers instantly as I sunk my claws deep into them, devouring their flaky torsos in the blink of an eye. The rest of the school met a similar fate, as the airy fish was simply impossible to resist. The light breading was home to the perfect blend of spices, and complimented the flaky fish flawlessly. Also flattering the fish was Dexters outstanding tartar sauce which was thick and zesty, and paired perfectly with the bluegill. At the end of the day the tiny cup was just enough thanks to the fact that the fish was so good the sauce could be used sparingly. From our previous experiences we know that Dexters waffle fries are a cut above the rest. It just so happens the homemade pub chips were also nothing to scoff at. The thin-cut chips were nice and hot when served, and tasted divine with the generous dousing of salt I laid on them. All in all they were very good, but the one detractor, if there is one, is that they got cold quickly; so for you slower eaters, you might need to make an adjustment or be satisfied with cold chips. Not a big loss in my book, but definitely something to think about when deciding on your side.Rounding out the plate was a nice, soft white roll, and Dexters latest take coleslaw. The roll was what we have come to expect, but ever-changing slaw was a bit of a surprise. This has to be the best slaw weve had at Dexters to date - although it still wasnt perfect. The previous versions included vast amount of green pepper, but this latest incarnation seems to have supplanted onion for the verde veggie, making for an extremely potent mixture. While this rendition was a dramatically different there is still some room for improvement.As I polished off my remaining morsels, Reese offered a bite of his bountiful walleye fillet, which I simply couldnt refuse. The wonderful walleye was every bit as good as the bluegill and home to the same spicy breading. Reese also sprung for the homemade Hungarian mushroom soup which came before the fish, and he claimed to be excellent. Apparently all of Dexters soups are homemade, so make sure to check them out if you are a soup eater.Overall, this was another fantastic visit to an icon on the Madison Fish Fry scene. Both styles of fish were above reproach and blended effortlessly with Dexters signature tartar sauce. The pub chips were also great, and fit right in with the rest of the fantastic potato options. After sampling all the varieties we have come to the conclusion that you really cant go wrong with the spuds at Dexters so just get whichever one happens to sound best to you. The banquet is capped off with a standard dinner roll, and Dexters continually improving slaw, making for a truly idyllic Fish Fry experience. If you live in the Madison area, and are a fan of Fish Fry you simply have to make the trek to Dexters. We promise, you wont be disappointed.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",4217,0.23444850288600294,0.5286518959435625
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=556,2011-01-14,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Good,Excellent,Good,Good,"Whenever I am in the mood for freshwater fish, one place immediately springs to mind. There are several reasons for this innate evocation, starting with the fact that this particular establishment is relatively close no matter where you happen to be in town. Secondly, the service at this particular place is always quick, resulting in rapid turnaround times on busy Friday afternoons. And lastly, this bastion of all things fried proudly offers all three of the major freshwater varieties, and does every one of them damn well. Of course, I am talking about the Fish Fry institution that is Dexters Pub.Reese and I rolled into the near-East establishment just before noon, and snatched one of the open high-top tables in the bar area. The waitress buzzed right over, dropped some menus, and scampered away to grab us some drinks while giving Reese a chance to peruse his options. I was already locked into the $10 bluegill so the only decision for me was between brew fries, waffle fries, or pub chips, of which I branched out and tried the homemade chips. When she came round again, fish orders were placed, drinks were sipped, and merriment exchanged. The food arrived posthaste, and I pounced on my platter like a jungle cat. Several of the bluegill met their makers instantly as I sunk my claws deep into them, devouring their flaky torsos in the blink of an eye. The rest of the school met a similar fate, as the airy fish was simply impossible to resist. The light breading was home to the perfect blend of spices, and complimented the flaky fish flawlessly. Also flattering the fish was Dexters outstanding tartar sauce which was thick and zesty, and paired perfectly with the bluegill. At the end of the day the tiny cup was just enough thanks to the fact that the fish was so good the sauce could be used sparingly. From our previous experiences we know that Dexters waffle fries are a cut above the rest. It just so happens the homemade pub chips were also nothing to scoff at. The thin-cut chips were nice and hot when served, and tasted divine with the generous dousing of salt I laid on them. All in all they were very good, but the one detractor, if there is one, is that they got cold quickly; so for you slower eaters, you might need to make an adjustment or be satisfied with cold chips. Not a big loss in my book, but definitely something to think about when deciding on your side.Rounding out the plate was a nice, soft white roll, and Dexters latest take coleslaw. The roll was what we have come to expect, but ever-changing slaw was a bit of a surprise. This has to be the best slaw weve had at Dexters to date - although it still wasnt perfect. The previous versions included vast amount of green pepper, but this latest incarnation seems to have supplanted onion for the verde veggie, making for an extremely potent mixture. While this rendition was a dramatically different there is still some room for improvement.As I polished off my remaining morsels, Reese offered a bite of his bountiful walleye fillet, which I simply couldnt refuse. The wonderful walleye was every bit as good as the bluegill and home to the same spicy breading. Reese also sprung for the homemade Hungarian mushroom soup which came before the fish, and he claimed to be excellent. Apparently all of Dexters soups are homemade, so make sure to check them out if you are a soup eater.Overall, this was another fantastic visit to an icon on the Madison Fish Fry scene. Both styles of fish were above reproach and blended effortlessly with Dexters signature tartar sauce. The pub chips were also great, and fit right in with the rest of the fantastic potato options. After sampling all the varieties we have come to the conclusion that you really cant go wrong with the spuds at Dexters so just get whichever one happens to sound best to you. The banquet is capped off with a standard dinner roll, and Dexters continually improving slaw, making for a truly idyllic Fish Fry experience. If you live in the Madison area, and are a fan of Fish Fry you simply have to make the trek to Dexters. We promise, you wont be disappointed.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",4217,0.23444850288600294,0.5286518959435625
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=543,2010-11-05,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Good,Good,Good,"Dearly beloved, we are gathered here today to witness the coming together of two fantastic entities: Dexters Pub and his muse, the Fish Fry. Dexters and Fish Fry have been together since the two met nearly three years ago when Dexters took over their current location on the corner of North and Johnson. During this time their love has blossomed into one of the most beautiful relationships in the Madison area, and it is truly a union that benefits all comers. Dexters has worked diligently to make four quality Fish Fry options a reality, and today, we celebrate their partnership with much rejoicing and plenty of overeating.  There are many reasons to be excited for this marriage: most notably are the breathtaking bluegill, the lovable lake perch, the wonderful walleye, and the creamy cod that Dexters has invested their time and energy in mastering. Today we make special note of the bluegill which has graced our palate lo these many occasions, and been breathtaking each and every time.For a mere $9.25, Dexters has given us the opportunity to partake in their incredibly lightly breaded bluegill and enjoy its succulence; we are blessed that the pair has allowed us to share in this beautiful relationship. Although the fish could have been fried slightly longer today, it was still very good, and is truly a defining taste on the Madison Fish Fry scene. While on occasion a slight bit of grease will accumulate, the deliciousness of the flaky breading and tender fish always pulls through these tough times.Strong traits abound in the love Dexters exudes for Fish Fry; it is evidenced everywhere, especially in the fantastic French fry varieties. We see Dexters dedication for filling bellies by the generous allotment of spicy waffle fries they provide. Their perfect blend of crispiness and spiciness display Dexters devotion, and speak highly of their desire to move their relationship with Fish Fry forward. It is also clear that Dexters takes the needs of their fish seriously, and assists it in all ways possible. The tartar provided shows its dedication by blending a solid mayo base with a generous proportion of relish. While a wimpier fish may not be able to handle such strong support, Dexters bluegill enjoys the potent sauce, which in the end detracts nothing, and makes both stronger in the process. Dexters, we know you take Fish Fry seriously as you have generously done what is necessary to complete the true Fish Fry experience. You have graced us with the full complement, including bread, which some people consider an afterthought in this day and age. We all appreciate you dedication to the tradition and the institution of the Fry and look upon your generosity with fondness, even if your offering of a plain white dinner roll is nothing out of the ordinary.  All relationships have their ups and downs, and we applaud Dexters strong efforts in transforming their once strange slaw to a concoction bordering on acceptance. While even this new mayo laden brew has not yet touched transcendence, we can see the time and care invested, and will take your word that sour cream-ish slaw was simply mixed improperly today. On our subsequent visits we expect you will have fully worked out the kinks, and we plan to enjoy you efforts with this fine finishing touch. Overall, we approve this union as all the Madison area benefits from it magnificence. Dexters has embraced the Fry, and all the components that come along with it: the eight enchanting bluegill fillets, the plentiful portion of waffle fries, the tactful use of tartar, the courageous attempt at coleslaw, and the inclusion of some sort of bread. All that remains is to make it official Dexters, do you take Fish Fry, To have, but not overfry,For better or worse attempts at coleslaw,For richer cod we have never seen, In sickness, but hopefully not food poisoning,To love, and cherish the tradition,As long as you have the ability to fry?You do? Yeah, we already knew you did. We hereby pronounce Dexters as one of Madisons finest Fish Frys. You may now kiss the bride or just make me some more of that bluegill.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",4203,0.2463280194232575,0.5631447124304267
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=512,2010-07-30,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"Addictions can be tough to break. Whether it is caffeine and nicotine or drugs and alcohol, we can become slaves to a master that we may or may not wish to overcome. Fish Fry is no different. When Friday rolls around we at Madison Fish Fry are powerless to resist the enticement and must get our fill. Our pusher is Dexters Pub - a veritable czar of the Fish Fry. Wed visited Dexters a couple weeks ago, but once Jer got a taste of that sweet, sweet bluegill, he was hooked. Even though we had just taken our share of their intoxicants in, I propositioned him and by asking if he was ready for a return visit - he was. We went to get our fix.  We showed up at the East Side mainstay right around noon and grabbed one of the open high-top tables in the bar room. No sooner had we sat down than the waitress swung by with some menus and drink inquiries. Since we were here to sample their special fare we pushed the menus aside and simply told her that Fish Fry was our muse. She scooped the menus back up and queried us as to which of the delicious options we were most interested in. Jers drug of choice was the bluegill, while I was looking for a different buzz, and went for the lake perch. The fish was ready soon after, and our trip began. As always, Dexters hooked us up right, no short sacks here. Both the bluegill and perch were lightly breaded and simply delicious. Like true Fish Fry junkies we hovered over our plates, not wanting anyone to see that which we were engrossed in. I quickly put down four of the eight perch fillets and felt the warming glow emanate from my gut and envelop my entire body. Ecstasy was attained. The fish itself was as addicting as the breading, and the flaky morsels were soon expended leaving us drunk on their memory. Junkie Jer also let me pinch a little out of his stash, and I must say, while my perch was excellent, his bluegill was truly a buzz to remember. If you go to Dexter's, go for the 'gill.If you deem the fish is as addicting as any morphine you are going to find, consider the waffle fries crack cocaine. These babies are also simply delectable, sporting lush, doughy interiors and a crispy, spicy coating that will make all your troubles melt away. Jer, not wanting to get fully bombed on the Fry, opted for the cottage cheese which made me cringe a little, but to each his own. Sometime we forget just how intoxicating good fries can be and what they add to the total experience.Any good alcoholic knows that a night of drinking beer must be accompanied by a few rounds of shots. In this same vein, any good Fish Fry must be accompanied by a killer tartar sauce. Dexter's tartar is the perfect gateway drug. This sauce has it all. It is thick, and creamy, with the perfect amount of zest. Enjoy the buzz, my friends; this tartar will take you where you need to go. Very rarely do people brag about their addictions, and when it comes to bread and slaw, Dexter's isn't one to boast, but then again, they don't need to. The roll offered was a little blah this go-round, although certainly not bad in any way. The homemade slaw also isn't my bag, but a green pepper guru might think it's a high that can't be beat. Overall, Dexter's is peddling a Fish Fry addicts dream. The lightly breaded, flaky fish, is truly a special thing, and always served lickety-split. The tantalizing tartar and fantastic fries only serve to further the obsession, and when coupled with the extremely quick turnaround, keep the addicts coming back for more. Dexters is quietly turning Madison into a bunch of Fish Fry junkies with nothing on their fry-addicted minds except for expertly prepared freshwater fish. They are the real deal, or in this case the real dealer. Wanna get fried? Go to Dexters.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",3821,0.20233134920634924,0.5600780423280425
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=513,2010-07-30,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"Addictions can be tough to break. Whether it is caffeine and nicotine or drugs and alcohol, we can become slaves to a master that we may or may not wish to overcome. Fish Fry is no different. When Friday rolls around we at Madison Fish Fry are powerless to resist the enticement and must get our fill. Our pusher is Dexters Pub - a veritable czar of the Fish Fry. Wed visited Dexters a couple weeks ago, but once Jer got a taste of that sweet, sweet bluegill, he was hooked. Even though we had just taken our share of their intoxicants in, I propositioned him and by asking if he was ready for a return visit - he was. We went to get our fix.  We showed up at the East Side mainstay right around noon and grabbed one of the open high-top tables in the bar room. No sooner had we sat down than the waitress swung by with some menus and drink inquiries. Since we were here to sample their special fare we pushed the menus aside and simply told her that Fish Fry was our muse. She scooped the menus back up and queried us as to which of the delicious options we were most interested in. Jers drug of choice was the bluegill, while I was looking for a different buzz, and went for the lake perch. The fish was ready soon after, and our trip began. As always, Dexters hooked us up right, no short sacks here. Both the bluegill and perch were lightly breaded and simply delicious. Like true Fish Fry junkies we hovered over our plates, not wanting anyone to see that which we were engrossed in. I quickly put down four of the eight perch fillets and felt the warming glow emanate from my gut and envelop my entire body. Ecstasy was attained. The fish itself was as addicting as the breading, and the flaky morsels were soon expended leaving us drunk on their memory. Junkie Jer also let me pinch a little out of his stash, and I must say, while my perch was excellent, his bluegill was truly a buzz to remember. If you go to Dexter's, go for the 'gill.If you deem the fish is as addicting as any morphine you are going to find, consider the waffle fries crack cocaine. These babies are also simply delectable, sporting lush, doughy interiors and a crispy, spicy coating that will make all your troubles melt away. Jer, not wanting to get fully bombed on the Fry, opted for the cottage cheese which made me cringe a little, but to each his own. Sometime we forget just how intoxicating good fries can be and what they add to the total experience.Any good alcoholic knows that a night of drinking beer must be accompanied by a few rounds of shots. In this same vein, any good Fish Fry must be accompanied by a killer tartar sauce. Dexter's tartar is the perfect gateway drug. This sauce has it all. It is thick, and creamy, with the perfect amount of zest. Enjoy the buzz, my friends; this tartar will take you where you need to go. Very rarely do people brag about their addictions, and when it comes to bread and slaw, Dexter's isn't one to boast, but then again, they don't need to. The roll offered was a little blah this go-round, although certainly not bad in any way. The homemade slaw also isn't my bag, but a green pepper guru might think it's a high that can't be beat. Overall, Dexter's is peddling a Fish Fry addicts dream. The lightly breaded, flaky fish, is truly a special thing, and always served lickety-split. The tantalizing tartar and fantastic fries only serve to further the obsession, and when coupled with the extremely quick turnaround, keep the addicts coming back for more. Dexters is quietly turning Madison into a bunch of Fish Fry junkies with nothing on their fry-addicted minds except for expertly prepared freshwater fish. They are the real deal, or in this case the real dealer. Wanna get fried? Go to Dexters.www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",3821,0.20233134920634924,0.5600780423280425
http://madisonfishfry.com/reviews.php?restaurant=169,http://madisonfishfry.com/reviews.php?restaurant=169&event=506,2010-07-09,Dexter's Pub,"Overall, I would highly recommend this Fish Fry.",Excellent,Excellent,Excellent,Good,Good,"Look. We love Fish Fry, but no matter what spin you try to put on it, it is just that  a Fish Fry. Nothing more than a single meal that helps to cap off a week at work, and put you in the mood for the upcoming weekend. Writing a review of an event like this can be a bit of a bizarre undertaking and here at Madison Fish Fry we put a fair amount of time and effort into making our reviews not only factual, but fun to read. Sure, this might mean we cant pump out reviews immediately for the fish we ate last Friday, but that is just how it goes sometimes. Besides, as Jer put it: I think most people look at the website on Friday for the meal they want to go to this week; very few, if any, are following along week-by-week to catch the latest news. Google Analytics seems to support his argument. Maybe some of you do tune in to get the freshest Fish Fry fodder (and we love you for it), but by-and-large, the info will be there for you when it is needed, and that is what is most important to us (and hopefully to you). It was only a couple weeks ago that we decided to make a return visit to Dexters Pub, and why not? The place has a crackerjack Fish Fry. The boys and I pulled into the lot at noon and my jaw nearly hit the floorboard of the car when I saw how empty it was. Sweet! I thought. Well be in and out in no time flat. We rolled inside, grabbed a table, and made the eye-contact necessary to announce our arrival to the waitress. She swung by posthaste and took our orders  two orders of bluegill and one of cod (and one High Life for me as I felt the need to support our vets).I didnt get halfway through my Champaign before our platters were prepared. She dropped the grub before us and we tore into it like a pack of wild dogs on a T-bone steak. The six large bluegill fillets were simply off the chart. They were lightly battered and extremely flaky all around. They tasted simply phenomenal and paired perfectly with the mayo-rich tartar. They were so good I almost ate them too fast and had to slow myself down in order to take in their full majesty. I also pulled a chunk of the cod off Gabes plate (with his permission, of course) and it enjoyed its succulence. It was much better than I remember it being as it was extremely rich tasting and was matched by its equally creamy batter. Gabe likened this batter to a pastry, and coined it The Krispy Kreme of Cod. That Gabe is one funny bugger. Also piled on the platter were the waffle fries I chose over the regular fries (or Gabes cottage cheese). The cross-cut potatoes were spot on as the exteriors were nice and spicy with a crispy coating, while the middles were perfectly soft and fluffy. As I have come to expect, the homemade coleslaw at Dexters was not great, but at least you can sense that it is freshly prepared. It is punctuated by a pretty raw taste, but really lacking in overall flavor. That being said, I did eat quite a bit more than usual as they seem to have eased up on the green pepper a little bit. Like the mildly improved slaw the dinner roll on the side has also taken a turn for the better. It was fresh and soft, and just flat-out good.Overall, this Fish Fry is very, very recommendable, and we are sorry we couldnt get around to telling you about it sooner. If we could somehow pump out our Fish Fry reviews as fast as Dexters pumps out their actual Fish Fry we would probably be better off, but unfortunately we just dont have the extra time this summer to sit down and write our reviews ASAP (MFF and soon-to-be wife are planning their own wedding from the ground up which consumes much of our free time). Rest assured that if we had not already been on Dexters bandwagon we would have been chomping at the bit to tell you about the breathtaking bluegill, the wonderful waffle fries and the tremendous tartar. As it stands, you already knew all that stuff so it wasnt such a big deal. Dexters has us hooked; with each and every meal we enjoy there they are just padding their score and moving further and further up our Fish Fry totem pole. Dexters does Fish Fry right. www.dexterspubmadison.com/301 North StreetMadison, WI 53704     (608) 244-3535",4173,0.18969822191697192,0.5472501144688645
